rank 3: start pid=523333 shape=collectives_sweep
rank 3: round 10700 ok checksum=16057539735326414213
rank 3: round 10725 ok checksum=5878858895404388308
rank 3: round 10750 ok checksum=7833243267784765754
rank 3: round 10775 ok checksum=696965936428401372
rank 3: round 10800 ok checksum=1687457331468405394
rank 3: round 10825 ok checksum=514128906425814733
rank 3: round 10850 ok checksum=4969676282736903024
rank 3: round 10875 ok checksum=5367864886015871362
rank 3: round 10900 ok checksum=7367754489183353967
rank 3: round 10925 ok checksum=17549768007394762399
rank 3: round 10950 ok checksum=14442169392806633169
rank 3: round 10975 ok checksum=727453664078448780
rank 3: round 11000 ok checksum=5176223056846244154
rank 3: round 11025 ok checksum=1731654412150696820
rank 3: round 11050 ok checksum=16715833393475499352
rank 3: round 11075 ok checksum=1681670124741713106
rank 3: round 11100 ok checksum=16239853542705721581
rank 3: round 11125 ok checksum=11610675077234921940
rank 3: round 11150 ok checksum=17028392786495608370
rank 3: round 11175 ok checksum=14742223070633258853
rank 3: round 11200 ok checksum=10769392514470595138
rank 3: round 11225 ok checksum=4127456367108211630
rank 3: round 11250 ok checksum=44566794698349272
rank 3: round 11275 ok checksum=6771146045936141973
rank 3: round 11300 ok checksum=11994601590148490359
rank 3: round 11325 ok checksum=33085665345906179
rank 3: round 11350 ok checksum=9450851745542925469
rank 3: round 11375 ok checksum=12874827552397190385
rank 3: round 11400 ok checksum=18405450654942182706
rank 3: round 11425 ok checksum=16326627102519515640
rank 3: round 11450 ok checksum=16814335463735294639
rank 3: round 11475 ok checksum=3085282177185809674
rank 3: round 11500 ok checksum=4152420050065785581
rank 3: round 11525 ok checksum=14626281953940774909
rank 3: round 11550 ok checksum=1315471207705695359
rank 3: round 11575 ok checksum=17122310678273656919
rank 3: round 11600 ok checksum=7552903633156062591
rank 3: round 11625 ok checksum=5561200982897086179
rank 3: round 11650 ok checksum=14428194721548655279
rank 3: round 11675 ok checksum=11623851879814923359
rank 3: round 11700 ok checksum=8244039228293632070
rank 3: round 11725 ok checksum=3068778208002230517
rank 3: round 11750 ok checksum=1684239929794562603
rank 3: round 11775 ok checksum=15426768998057350365
rank 3: round 11800 ok checksum=1133656116708018611
rank 3: round 11825 ok checksum=15969334330770666574
rank 3: round 11850 ok checksum=3672983563209745601
rank 3: round 11875 ok checksum=991641183788113275
rank 3: round 11900 ok checksum=14944876360263133000
rank 3: round 11925 ok checksum=2890875267622588312
rank 3: round 11950 ok checksum=11714226686114740370
rank 3: round 11975 ok checksum=66168739612515045
rank 3: round 12000 ok checksum=3786757803111578227
rank 3: round 12025 ok checksum=66940664168536781
rank 3: round 12050 ok checksum=4570422611040964161
rank 3: round 12075 ok checksum=6066841381152780331
rank 3: round 12100 ok checksum=1593482296369533478
rank 3: round 12125 ok checksum=10472040624349513773
rank 3: round 12150 ok checksum=1911932689878441043
rank 3: round 12175 ok checksum=5405677203731760998
rank 3: round 12200 ok checksum=9368456206193868643
rank 3: round 12225 ok checksum=9212933968304607023
rank 3: round 12250 ok checksum=16785639481734461281
rank 3: round 12275 ok checksum=3283384886015635342
rank 3: round 12300 ok checksum=4840649508561628240
rank 3: round 12325 ok checksum=14879721302696581428
rank 3: round 12350 ok checksum=6931355509065586006
rank 3: round 12375 ok checksum=14492076068362210122
rank 3: round 12400 ok checksum=11394333617710457451
rank 3: round 12425 ok checksum=12884073941112190089
rank 3: round 12450 ok checksum=15363106938708760776
rank 3: round 12475 ok checksum=16647636933338181147
rank 3: round 12500 ok checksum=6792198680406119070
rank 3: round 12525 ok checksum=15984737905840102590
rank 3: round 12550 ok checksum=10219062294180210064
rank 3: round 12575 ok checksum=13106810078816585928
rank 3: round 12600 ok checksum=7363363894365148304
rank 3: round 12625 ok checksum=8073677975642306308
rank 3: round 12650 ok checksum=13203508975851596576
rank 3: round 12675 ok checksum=448926136950648648
rank 3: round 12700 ok checksum=1318019404284252047
rank 3: round 12725 ok checksum=12239214424982229446
rank 3: round 12750 ok checksum=5797940022787891028
rank 3: round 12775 ok checksum=6206264609400258854
rank 3: round 12800 ok checksum=1767966570920987228
rank 3: round 12825 ok checksum=15538532733246032327
rank 3: round 12850 ok checksum=13357194200705888210
rank 3: round 12875 ok checksum=12248679327920276740
rank 3: round 12900 ok checksum=11099993670820465713
rank 3: round 12925 ok checksum=10567701261043601161
rank 3: round 12950 ok checksum=17910974432592171555
rank 3: round 12975 ok checksum=2095805050176714710
rank 3: round 13000 ok checksum=13703583689387303428
rank 3: round 13025 ok checksum=15238674193714506278
rank 3: round 13050 ok checksum=17719207823558520370
rank 3: round 13075 ok checksum=9594915027949519508
rank 3: round 13100 ok checksum=1003229059690946471
rank 3: round 13125 ok checksum=1380044891188972534
rank 3: round 13150 ok checksum=16010249877264190460
rank 3: round 13175 ok checksum=12950940408449151535
rank 3: round 13200 ok checksum=1956563564367435588
rank 3: round 13225 ok checksum=7808191997107999576
rank 3: round 13250 ok checksum=1590154067549953898
rank 3: round 13275 ok checksum=6038550617040323983
rank 3: round 13300 ok checksum=8202980080291565217
rank 3: round 13325 ok checksum=4225364852637797653
rank 3: round 13350 ok checksum=8818857121908554967
rank 3: round 13375 ok checksum=5743670690097335211
rank 3: round 13400 ok checksum=15711725213064289052
rank 3: round 13425 ok checksum=14219736787541678794
rank 3: round 13450 ok checksum=3514540361616390825
rank 3: round 13475 ok checksum=2405125897941067124
rank 3: round 13500 ok checksum=7411277324650942015
rank 3: round 13525 ok checksum=16977918397031297655
rank 3: round 13550 ok checksum=2047997014491815081
rank 3: round 13575 ok checksum=11876813821662563457
rank 3: round 13600 ok checksum=15514523827506035289
rank 3: round 13625 ok checksum=8124112417091759141
rank 3: round 13650 ok checksum=1116848238109212385
rank 3: round 13675 ok checksum=16530621284038344321
rank 3: round 13700 ok checksum=2735808993998712336
rank 3: round 13725 ok checksum=13332345275335845031
rank 3: round 13750 ok checksum=13519129450693656021
rank 3: round 13775 ok checksum=3593293064255574151
rank 3: round 13800 ok checksum=6487173437701440069
rank 3: round 13825 ok checksum=9235238672531297800
rank 3: round 13850 ok checksum=8311205776251103155
rank 3: round 13875 ok checksum=15617151238902678165
rank 3: round 13900 ok checksum=17953891472383425226
rank 3: round 13925 ok checksum=18305140392700443074
rank 3: round 13950 ok checksum=15852174919879681596
rank 3: round 13975 ok checksum=11912343512649804487
rank 3: round 14000 ok checksum=17806626905258943485
rank 3: round 14025 ok checksum=11051005009223116863
rank 3: round 14050 ok checksum=3907849631617844651
rank 3: round 14075 ok checksum=10082016594686968373
rank 3: round 14100 ok checksum=13678104051964379160
rank 3: round 14125 ok checksum=2026333677162829383
rank 3: round 14150 ok checksum=633713060206457709
rank 3: round 14175 ok checksum=16646167576662506288
rank 3: round 14200 ok checksum=13120298313729123605
rank 3: round 14225 ok checksum=527244662891469577
rank 3: round 14250 ok checksum=4704644873577399355
rank 3: round 14275 ok checksum=4846643062708018624
rank 3: round 14300 ok checksum=7335314725739690154
rank 3: round 14325 ok checksum=14053973072123897022
rank 3: round 14350 ok checksum=8910610548761897824
rank 3: round 14375 ok checksum=871558236953656196
rank 3: round 14400 ok checksum=7292908450704907789
rank 3: round 14425 ok checksum=13910299737739121819
rank 3: round 14450 ok checksum=16862199166970566298
rank 3: round 14475 ok checksum=1814314762867318469
rank 3: round 14500 ok checksum=12532148028104316976
rank 3: round 14525 ok checksum=10981153734717874760
rank 3: round 14550 ok checksum=12471678081895138714
rank 3: round 14575 ok checksum=155430002769098938
